R_mr,c_mr,theta0_mr,tw_mr,R_prop,c_prop,tw_prop,RPM_prop,span_wing,theta0_wing,AR_wing,l_rod,GW,Max_dBA
2.066,0.749,17.58145394,-10.24,3.378,0.33,-17.49,2490.06141,39.99583821,14.49793992,10.71048446,8.718657624,3000.144,88.679178
2.357,0.581,15.92640948,-9.22,3.323,0.429,-17.27,2378.226373,35.06315205,13.78167078,14.26670109,7.408049197,2856.045,82.516979
2.259,0.708,20.81615884,-10.47,3.806,0.43,-16.63,2510.917168,33.37042235,13.72977574,13.37293068,7.484991861,2564.579,66.018036
2.145,0.599,17.1405201,-1.02,3.468,0.365,-12.08,2586.4888,39.23849675,10.40841374,12.11814368,9.328965956,2982.248,70.288834
2.16,0.756,15.61794394,-4.35,3.469,0.425,-14.16,2524.108296,33.77566233,12.91217535,10.54943596,8.808932669,3122.146,84.25456
2.299,0.569,20.29459933,-6.26,4.07,0.417,-16.35,2136.012857,33.69932875,11.87574205,14.31502112,7.366902815,2686.146,62.331025
2.292,0.638,20.37285535,-8.76,3.91,0.429,-13.46,2218.429557,33.18514496,13.43790937,11.50245752,8.691913544,2972.304,68.808795
2.209,0.709,20.63767773,-5.47,3.365,0.303,-12.73,2622.712384,35.9303565,11.56158244,12.51417818,6.954895726,3022.736,66.077963
1.981,0.593,21.17503853,-3.66,3.888,0.376,-15.55,2308.928964,34.03162183,10.47891144,10.458622,6.783350673,2878.132,68.331349
2.09,0.625,23.26331049,-9.72,3.629,0.379,-13.06,2595.36952,34.70526762,12.10557693,12.15079482,8.75632119,2908.508,68.995338
2.285,0.694,22.80565684,-13.24,3.798,0.355,-14.13,2512.78831,39.85992515,10.17462399,12.75233689,6.909096767,2746.489,66.355528
1.889,0.654,18.24819688,-11.66,3.441,0.385,-16.75,2371.373401,34.69995054,10.17884264,13.48811248,7.205565516,2422.595,90.916727
1.889,0.52,17.01126601,-7.49,3.538,0.383,-14.09,2324.188579,33.72253216,11.97425771,12.43652513,7.239880129,2625.555,89.353079
2.122,0.515,22.17607232,-14.59,3.509,0.426,-16.08,2117.53303,42.16518262,11.49898317,11.85827036,7.669418161,2876.027,78.530368
2.014,0.599,14.33252787,-6.86,3.407,0.405,-14.17,2552.760935,36.409178,10.87562296,10.97625474,7.965502122,2458.926,90.257658
1.868,0.717,15.84622027,-7.33,3.314,0.409,-12.75,2486.869232,34.47307402,14.2434791,13.45932811,7.184882916,3070.657,93.38603
1.911,0.524,19.30015484,-10.38,3.334,0.419,-17.21,2263.558198,34.10048313,12.06964631,12.10813253,7.169819059,2776.463,88.332729
2.034,0.754,23.47137875,-4.46,3.604,0.305,-13.65,2559.646376,41.18017041,10.40186225,11.4458336,9.271939309,2426.134,59.354815
2.282,0.585,17.25972765,-4.29,3.785,0.394,-13.47,2420.490049,32.87263596,11.75112844,12.31873538,7.092039425,2521.998,65.088206
2.356,0.579,19.09005085,-1.57,3.686,0.405,-16.79,2487.700351,42.08915155,11.41785669,11.32058642,8.64850662,2938.165,60.176451
2.217,0.74,16.41255721,-11.44,3.825,0.382,-15.44,2455.874906,37.05916015,10.54716348,11.49460428,7.384024436,2371.9,83.713065
2.225,0.539,18.22126068,-7.32,4.116,0.326,-13.5,2537.939034,41.17634385,11.34727887,12.07704259,8.913943736,2858.485,73.584302
2.114,0.549,14.91397368,-2.17,3.826,0.433,-12.27,2234.946929,40.03691968,11.31041949,11.8374837,7.930674462,2722.935,77.813191
2.359,0.548,21.00781427,-12.48,3.767,0.36,-13.6,2517.500728,37.0022103,14.53758057,14.6062282,6.87103322,2399.939,63.987686
2.045,0.654,18.88341349,-2.3,3.892,0.336,-14.68,2242.40638,39.39414668,14.01104477,11.25722188,6.534589046,3234.532,74.079466
1.984,0.54,17.8544915,-10.11,3.771,0.382,-13.9,2167.201419,35.86679758,13.42062904,12.79491382,6.479157743,2692.958,88.153854
1.861,0.694,23.16509667,-5.16,3.934,0.355,-16.08,2258.741098,34.07921513,12.7100702,10.24810817,7.85158412,2344.408,66.705055
1.955,0.664,13.50270232,-2.77,3.795,0.359,-17.69,2624.697111,36.05818725,13.17026497,11.17878562,6.432388311,2629.857,89.801405
2.341,0.531,18.41756844,-11.1,3.569,0.413,-14.27,2606.206628,39.58236272,10.7344959,14.0299954,9.40057434,2450.343,71.354829
2.275,0.718,20.66480119,-6.93,3.595,0.427,-16.13,2601.665051,41.75612395,12.7680307,11.61402902,7.548680557,2931.046,64.520068
2.265,0.616,20.04880533,-7.89,3.998,0.323,-13.25,2494.890165,41.15298494,10.46540784,14.81294914,6.972245446,2764.439,66.170859
2.059,0.586,18.03370462,-10.58,3.782,0.339,-12.24,2621.828503,34.91589264,11.57956644,11.28927962,7.781347215,2409.009,82.057299
1.977,0.597,15.72788833,-4.76,3.668,0.38,-15.35,2116.867431,41.44042129,14.57517007,14.40929692,8.360189175,3398.425,85.107001
2.028,0.743,18.85386426,-0.48,4.198,0.355,-13.51,2350.313974,39.48662043,12.39569843,11.21176386,6.593911456,2605.929,67.427694
1.929,0.632,19.07752346,-10.4,4.167,0.307,-15.06,2241.44096,37.42305537,10.82882425,11.38178021,6.489019867,2413.754,82.560453
2.195,0.721,22.7898114,-2.1,3.227,0.371,-17.71,2398.158923,39.15318107,14.47474199,13.23102987,9.306760494,3531.655,65.369935
2.123,0.66,16.98616448,-9.21,4.062,0.322,-13,2211.343585,35.37918052,12.3889035,12.57275578,8.75819648,2492.737,82.123921
2.248,0.75,13.84061436,-4.52,3.607,0.426,-17.66,1970.982632,35.51843425,12.25780054,13.34894728,7.687662183,2803.845,85.919856
2.044,0.741,23.73201813,-2.81,4.135,0.387,-16.73,2008.574531,42.87249733,13.75055315,12.29425407,7.44495177,2414.343,77.501127
2.113,0.664,16.62817071,-2.9,3.4,0.381,-17.7,2350.476592,40.58465983,11.18488349,13.52903009,7.716733406,3257.489,79.920701
2.384,0.722,16.61971705,-5.11,3.517,0.423,-14.23,2598.781808,42.38878856,11.53792133,14.34283416,8.776975154,2725.17,67.989971
2.322,0.737,19.90648851,-10.47,3.688,0.403,-16.46,2426.142569,41.5048994,9.999347406,10.36328081,9.469842836,2786.902,70.413067
2.096,0.75,22.72291225,-8.28,3.965,0.328,-15.4,2365.525903,35.8887909,12.11828225,14.45222386,7.742244996,2830.555,68.254323
2.081,0.529,16.60117626,-1.89,3.831,0.334,-16.78,2346.314759,33.11492168,14.0795785,12.50330761,7.672931872,2651.953,72.067532
2.039,0.642,21.30855475,-1.64,4.036,0.321,-15.94,2270.440264,42.12803114,11.8904852,10.60929904,8.355786128,3033.675,67.43031
2.108,0.589,14.82358584,-6.92,3.837,0.317,-16.52,2338.72038,32.83170534,11.53501126,13.14678895,8.567338345,2340.09,82.609881
1.922,0.708,20.18645324,-13.88,3.542,0.376,-15.14,2129.967307,40.27247355,13.15676916,13.08680798,6.499804726,3138.061,86.192088
2.281,0.622,19.0997378,-11.82,3.545,0.319,-17.39,2364.518675,39.90322594,14.05192458,14.51773453,8.029622587,2783.261,76.519399
1.985,0.636,20.57595132,-7.57,3.62,0.379,-16.08,2366.677157,39.72421928,14.36485816,11.87862074,7.604313169,2970.27,77.622963
2.274,0.571,18.81038741,-8.2,3.401,0.322,-12.55,2446.719033,43.15253468,11.85925086,12.706196,8.178157421,3057.246,73.966995
2.058,0.589,16.02676047,-12.21,3.374,0.418,-14.63,2595.651664,34.19581237,11.42376428,14.59083336,7.572247986,2505.441,96.728665
1.836,0.563,16.60267383,-9.14,3.878,0.363,-17.02,2395.417812,41.36877412,13.21127327,12.45636119,9.379085822,2679.499,78.607136
2.331,0.599,21.87933556,-10.09,3.412,0.331,-13.97,2345.042498,36.99323562,12.35723042,12.27669863,8.07676079,3256.872,67.35815
2.259,0.596,20.55522118,-12.98,3.952,0.368,-14.78,2523.049603,42.09081306,11.8370337,12.80818132,7.59763392,2596.4,71.570211
2.069,0.698,14.36425906,-9.08,3.734,0.332,-13.58,2521.429097,39.47954882,12.4049898,10.95312629,6.467464248,2365.062,94.004703
2.324,0.615,19.11561794,-5.45,4.073,0.312,-14.59,2421.866878,33.37628245,14.43385768,14.7087591,8.66336523,2776.002,63.317078
2.088,0.686,22.07830198,-5.15,3.585,0.405,-13.66,2321.421574,38.37710198,11.27454272,13.30114555,9.452159364,3173.616,69.069353
2.205,0.715,19.26239127,-8.99,3.91,0.331,-13.29,2354.486581,42.06141041,11.13846347,12.58314252,6.450866512,2630.528,71.174344
2.126,0.622,17.81145514,-11.39,4,0.325,-17.38,2056.490422,42.86756496,13.93044675,14.72154321,7.872120905,2751.114,86.761965
1.975,0.505,13.5250178,-1.42,3.899,0.432,-15.62,2031.948379,41.35839939,10.81714364,14.41801019,7.423028373,2962.587,83.084461
2.041,0.526,21.75008646,-3.77,3.863,0.38,-12.27,2441.678777,43.11434989,12.48916849,10.76072437,8.264281687,3298.306,70.71162
2.105,0.53,20.41201399,-7.38,3.31,0.393,-16.95,2577.047066,37.46128514,14.15969071,11.60442039,9.553594468,2966.016,72.0439
2.268,0.711,19.28196494,-13.93,3.656,0.38,-13.74,2105.545286,42.44716542,12.50710632,13.2967296,7.141892806,2885.56,82.604223
2.135,0.6,14.92799358,-4.15,3.596,0.329,-12.52,2541.252626,39.05904998,12.32054123,13.84599426,7.643868015,2492.793,77.865728
2.085,0.6,17.61146862,-4.98,3.877,0.389,-14.22,2123.534256,37.64420129,10.20188128,14.30335632,8.171712007,2845.509,76.596211
2.172,0.692,21.51762224,-5.49,4.144,0.314,-12.79,2275.007938,41.96129447,13.95824932,13.50815773,8.959292393,3157.989,66.488873
2.383,0.619,19.57375555,-12.74,3.66,0.39,-17.52,2332.520956,38.59114106,10.8775797,12.45764296,8.89976581,2614.188,71.774023
2.314,0.626,19.33541916,-6.29,4.01,0.299,-16.51,2092.912713,38.19881683,13.12197408,10.79438274,9.230217507,3320.892,71.204115
2.043,0.507,18.58768402,-9.03,3.762,0.433,-12.1,2217.221672,33.9912511,10.47304104,13.17891987,9.499598155,2512.494,76.145487
2.077,0.748,23.47667006,-14.37,3.506,0.343,-12.72,2367.136136,40.0647552,10.65778253,11.12668691,7.214360161,3344.311,80.918117
2.094,0.682,22.72113361,-6.89,3.945,0.385,-16.49,1959.639436,39.74215137,11.59058839,11.22811288,6.707285476,3778.367,74.494771
2.32,0.681,20.45035112,-1.78,4.19,0.357,-17.07,2204.816706,34.91682455,13.41483449,11.97350785,8.705387455,3312.479,62.189369
1.908,0.719,15.78171773,-9.23,4.174,0.31,-14.39,2453.481311,32.88304751,11.64529278,11.37748939,8.689226847,2697.883,101.559338
2.192,0.753,19.48590775,-11.15,3.217,0.431,-17.39,2374.086198,34.92413714,11.46444059,12.39774916,7.800668561,2919.657,78.843932
2.236,0.668,22.85128597,-13.4,3.531,0.376,-17.45,2585.727836,34.33392984,12.94491084,11.78664122,8.773483357,2601.724,66.704057
1.85,0.742,22.492256,-9.51,4.067,0.37,-13.76,2084.228816,33.52198274,13.71187475,10.78859236,8.297534481,3613.091,87.547997
2.339,0.579,22.23721986,-9.69,3.545,0.386,-12.17,2532.06787,35.53304594,12.10093966,10.61136597,9.204196178,2733.812,60.733394
2.046,0.612,20.74056492,-0.63,3.714,0.413,-15.91,2606.747346,43.05186573,13.48737681,10.11669304,8.896123604,3337.821,69.744459
1.996,0.507,22.82094362,-11.9,3.595,0.345,-13.5,2632.223309,34.34361438,12.4942302,13.19884825,9.443808409,2685.622,72.301712
2.035,0.649,18.39639821,-9.69,4.111,0.308,-12.09,2130.193481,40.13187044,12.65745507,10.0961056,8.128110557,2659.084,83.255789
2.008,0.524,22.31886765,-12.33,3.417,0.429,-13.48,2413.883146,37.85818255,10.74260267,13.60601441,9.277176774,2826.56,75.26592
2.052,0.62,15.94034382,-5.03,3.948,0.302,-15.25,2462.791916,34.9966666,10.33436132,10.66731654,9.007488364,2576.285,79.607914
2.255,0.659,23.2960515,-8.27,3.649,0.369,-17.84,2102.4067,39.49622475,12.38694028,13.09764087,8.282410912,3685.639,67.530743
2.044,0.551,17.74447005,-3.19,4.028,0.417,-12.42,2437.017946,35.31805884,11.07557092,11.3889261,6.526912085,2685.771,73.050525
2.398,0.661,15.76565253,-8.37,3.434,0.343,-13.64,2484.738725,34.20471067,14.32387167,10.32320284,9.439189832,2955.081,80.692964
2.204,0.604,14.8436677,-5.97,3.843,0.366,-14.88,2482.595148,33.94430608,12.51640678,11.60528998,8.157199467,2419.349,78.088205
1.898,0.618,17.87861402,-13.07,3.743,0.338,-15.23,2635.534234,39.55606308,11.35755547,11.52882437,8.288354908,2439.933,87.182574
2.019,0.527,19.349615,-2.88,3.321,0.384,-12.84,2587.395001,42.71041709,12.80895922,12.23573804,8.914612861,3190.411,74.148669
2.235,0.709,21.4291832,-14.63,3.493,0.416,-12.28,2290.813319,37.02093139,10.05860156,10.7878581,8.802346459,2932.41,78.579937
2.243,0.509,16.0940683,-11.2,3.254,0.423,-13.03,2559.235787,40.36913796,10.36169736,12.84640248,9.272760706,2883.16,91.871442
2.037,0.519,14.98071033,-4.4,3.605,0.424,-12.27,2212.930222,35.0491244,14.04099311,13.74395427,7.626098977,3048.297,90.28884
2.114,0.629,16.57214403,-5.08,3.976,0.318,-17.24,2622.929102,34.72343433,12.77628171,11.9822078,9.45592466,3006.293,79.49036
2.265,0.74,13.53123623,-2.46,3.806,0.434,-17.48,2442.417383,39.82138882,13.48877741,10.99168498,7.065336024,2616.719,76.47576
1.875,0.586,18.44574498,-8.71,4.179,0.404,-16.71,2029.148729,34.18231547,12.69312621,10.16279425,6.626269341,2717.815,87.699474
2.071,0.606,15.73158142,-7.43,3.557,0.358,-17.57,2176.975756,35.61229953,10.57437377,12.69251229,6.984764096,2584.41,86.285859
2.085,0.653,17.30841322,-12.04,3.384,0.356,-15.36,2314.665578,42.96717156,10.69155172,11.95985844,7.435766807,2772.216,85.835248
2.309,0.511,19.61321444,-3.47,4.1,0.348,-17.12,2492.063884,42.84635025,13.24506749,11.14410588,9.025859331,3123.56,65.689714
2.012,0.534,20.71791767,-11.85,3.313,0.323,-15.4,2441.085477,39.81439917,13.3342358,12.0601007,7.10708986,2850.689,82.687604
2.332,0.601,22.9293703,-12.51,3.918,0.313,-12.08,2103.569695,35.91347981,11.8886242,14.61365707,8.310630404,2878.434,64.743615
2.176,0.707,19.88715472,-14.81,3.746,0.301,-13.47,2115.111041,35.55859906,13.83803151,13.69684453,7.385957553,2786.143,83.485489
2.387,0.523,22.26370295,-6.5,3.367,0.343,-17.98,2596.447111,35.43410337,13.51374625,10.53451693,7.541900057,3059.297,62.909223
1.954,0.63,18.15320801,-6.71,3.188,0.373,-14.9,2488.0022,36.65948326,14.22672414,14.61096106,8.325810171,3323.872,86.264018
2.295,0.544,18.16621703,-7.3,4.059,0.389,-16.82,1980.403342,35.62772974,12.36776106,10.32896061,7.734272013,3081.447,73.526504
2.142,0.635,15.56692648,-6,3.711,0.408,-15.66,2168.234097,41.10287549,14.59778614,11.23999258,7.663709295,3075.655,87.361864
1.967,0.699,19.62270868,-11.61,3.22,0.308,-13.15,2572.765986,38.11877801,14.20009226,14.41413227,7.541292128,3033.271,90.363678
2.315,0.522,21.41057869,-14.87,3.565,0.395,-17.95,2145.462884,34.05150659,10.86844843,13.97753417,6.586826837,2494.149,70.045014
1.835,0.541,19.36826031,-12.47,3.611,0.324,-17.03,2148.174928,40.05942197,11.35230607,11.78324331,7.238695988,2899.342,83.891207
1.929,0.658,17.8496236,-10.72,3.433,0.385,-16.96,2294.609283,34.38482272,12.36351113,10.51532709,7.80832767,3067.499,96.618832
2.217,0.724,18.08414178,-9.95,3.792,0.365,-14.01,2505.187422,42.66684803,12.26540533,13.51942593,9.34044502,2655.636,77.952028
1.846,0.732,18.82719735,-1.11,3.9,0.338,-13.31,1966.513872,39.53998525,10.98480211,13.08429167,7.098269726,2953.501,81.132683
1.857,0.643,19.93956956,-8.52,3.712,0.297,-15.72,2591.063478,36.75513223,13.34137468,12.14143076,6.84302974,2744.838,84.088716
1.832,0.728,20.99369959,-11.96,3.841,0.361,-16.27,2519.837873,32.8957427,12.53905604,11.35922698,9.536292145,2966.328,91.834
2.05,0.729,16.37561083,-6.79,3.97,0.361,-12.67,2450.393987,41.96337031,13.41770014,12.42707034,9.064290827,2822.321,84.597131
2.023,0.647,21.55000379,-10.18,4.106,0.428,-16.81,2202.294836,40.82460521,13.02680042,14.40358839,9.274705897,2900.956,75.639789
2.182,0.591,22.33606334,-10.3,3.758,0.403,-12.21,2293.416491,40.07651954,13.93575099,14.06378848,7.680446992,2791.345,66.661674
1.992,0.708,18.84022742,-5.78,3.354,0.314,-13.97,2632.970944,36.91236216,13.88453412,14.03487637,7.295141504,3304.21,83.991442
2.071,0.724,19.18539888,-5.44,3.836,0.343,-13.46,2467.847977,41.54650856,11.77222244,14.62126389,7.417408838,2912.139,73.561821
1.955,0.538,19.62778177,-11.83,4.123,0.416,-15.53,2269.976786,40.75235671,12.58289726,12.82151195,6.661696228,2427.325,80.89561
2.35,0.531,20.61812459,-8.87,3.503,0.298,-13.36,2401.324,34.41929587,10.02771378,11.38136238,8.206393311,2772.593,63.976297
2.256,0.66,15.75594874,-8.75,3.68,0.424,-16.53,2322.300281,39.1825405,13.17092628,13.24564854,9.313826586,2620.378,81.819599
2.258,0.679,15.29062951,-8.4,3.472,0.41,-16.87,2532.7023,34.63083012,10.72228439,12.6624988,7.036228478,2391.443,79.528849
1.937,0.665,16.49412265,-3.31,3.264,0.301,-15.56,2535.278681,38.64613615,10.84998699,14.21487207,8.004925083,3127.075,85.791988
2.048,0.523,20.06521517,-14.27,4.163,0.423,-12,2195.529679,35.94356197,12.57083442,10.64715541,7.914858377,2346.25,82.034678
2.189,0.57,16.97911535,-12.25,3.418,0.362,-13.02,2382.018162,36.81843393,10.06355063,10.04625013,9.517566604,2809.415,93.220181
2.264,0.693,15.39398555,-6.49,3.974,0.297,-16.47,2027.939929,43.13745819,12.17885163,10.7953889,9.219367617,3213.063,84.362501
2.293,0.685,17.58949238,-11.57,3.506,0.43,-16.7,2306.339667,34.20372078,12.95013875,11.78455052,9.150662218,2986.04,84.49239
2.211,0.589,23.18015519,-14.07,3.659,0.421,-14.49,2106.610508,42.39943626,13.55905543,12.62649456,9.208087515,3236.53,74.923047
2.019,0.523,21.18751542,-14.35,3.82,0.376,-15.85,1982.914777,36.22084364,13.40555564,11.71938879,8.349581323,2830.928,84.235291
2.093,0.524,14.31031552,-4.84,3.276,0.339,-15.31,2412.697305,39.32043493,13.95962116,14.62520486,6.745493661,2743.806,86.924581
2.014,0.746,22.71674247,-6.49,3.13,0.427,-12.3,2518.234719,38.15293438,13.71992426,10.21027083,9.416115615,3543.422,76.077672
1.9,0.512,18.23355239,-3.01,3.579,0.36,-12.15,2590.264199,33.90117545,13.73197141,11.88781189,6.92815274,2698.041,76.24692
2.322,0.533,16.49659584,-6.39,4.171,0.299,-17.75,2467.960859,38.77602594,14.46750599,12.94600816,7.067563783,2636.154,71.318122
1.996,0.712,15.87099555,-7.87,4.082,0.416,-15.22,2324.354966,32.87849972,11.92406765,10.29737267,7.452021553,2497.51,88.759115
2.04,0.653,22.36117463,-3.97,3.678,0.411,-15.35,2340.934701,36.80024767,11.52725614,11.47436292,6.564748767,3047.09,67.916635
2.2,0.73,21.71525378,-1.5,3.518,0.403,-15.89,2519.252238,42.3182626,12.38353755,14.56545837,7.539479563,2629.236,61.337509
2.302,0.559,14.43946545,-4.63,3.968,0.357,-14.83,2308.546848,41.81387175,13.6396172,11.21745267,8.789239335,2604.65,75.919987
1.993,0.679,17.81835335,-4.66,3.566,0.315,-13.65,2419.36832,36.061489,11.11146696,14.12515433,6.496746342,2848.474,78.60186
1.897,0.694,21.88613661,-6.54,3.875,0.402,-15.4,2522.771124,33.94644234,13.73567568,11.10183294,8.672114063,2844.577,76.622035
1.925,0.71,19.59861434,-5.75,3.847,0.327,-14.72,2572.885241,43.05570058,12.54443807,14.58799521,8.134495244,3087.273,80.534903
2.251,0.672,18.36892709,-10.65,3.633,0.324,-15.51,2525.785411,32.98261923,10.13772146,14.38123343,9.130588768,2508.457,75.23202
1.937,0.727,20.60284056,-4.06,3.933,0.391,-13.53,2155.529661,41.26154119,11.65494369,13.81000182,7.970888943,3032.164,77.238741
1.878,0.577,19.32273776,-12.68,3.695,0.303,-13.17,2462.184937,33.00362168,13.51828875,14.73381118,6.953553735,2447.337,89.450163
2.086,0.61,23.44186157,-3.06,3.325,0.359,-15.05,2607.19508,34.75648437,13.44296072,13.92988157,7.196582775,3095.644,65.133377
2.368,0.552,18.1027394,-9.29,3.416,0.407,-15.13,2624.413351,37.84962007,11.40417869,14.29961373,9.036465817,2618.18,70.588116
2.135,0.519,18.74642018,-7.48,4.157,0.325,-14.74,2101.492078,38.76119375,14.1426876,11.30579284,8.955068756,2661.413,73.698435
1.955,0.643,22.27531631,-7.93,3.507,0.368,-15.02,2247.431343,41.83888415,10.07907244,13.68388072,8.568336776,3475.665,79.852836
2.113,0.735,21.91420505,-1.4,3.851,0.4,-15.16,2439.758974,39.00488694,10.57830081,14.22112264,9.098644977,2531.456,61.245554
2.067,0.703,16.50134195,-11.48,3.291,0.413,-14.56,2491.581519,36.98649534,12.03784738,11.93808624,7.754978485,2581.342,93.06709
2.036,0.583,16.03810064,-4.47,3.753,0.308,-17.56,2072.669831,36.46189031,12.26067745,13.20184322,6.773998266,2962.196,84.593689
2.27,0.582,23.49301877,-6.87,3.818,0.391,-17.97,2623.361271,34.90809727,13.43212657,11.91909668,8.844749537,3219.396,63.166907
2.143,0.605,14.00562531,-2.91,4.178,0.397,-13.35,2410.255344,38.22644614,13.7989903,13.88184956,7.660628154,2748.987,82.131526
2.224,0.535,17.53423365,-12.98,3.717,0.433,-14.95,2555.135263,38.69192039,10.85446054,14.86017264,8.373431624,2314.048,81.61886
2.318,0.634,20.24018634,-0.3,4.154,0.297,-13.19,2268.61762,42.64743426,13.00916225,13.46764001,7.851909853,3210.155,62.776831
2.246,0.608,18.28232132,-8.16,4.164,0.421,-14.52,2181.444274,34.21164568,10.98713456,11.05847196,9.045376253,2613.91,71.475249
2.063,0.665,22.16102277,-3.24,3.739,0.423,-14.66,2302.80884,40.6160655,10.13006942,12.82548659,9.441089231,3069.07,66.09881
1.86,0.641,17.19491032,-4.55,3.517,0.384,-13.5,2493.576434,36.16375221,10.92578643,10.88193838,8.942030122,3110.848,88.786543
1.845,0.693,19.31079539,-14.18,3.405,0.296,-13.4,2497.521401,34.49708339,13.03163881,14.03300705,8.313257631,2790.371,94.472289
2.317,0.584,14.7592766,-10.1,3.991,0.324,-14.47,2095.593505,39.09001049,12.41319655,12.63803402,9.092799534,2762.37,89.007635
2.042,0.53,19.5438567,-2.01,3.224,0.422,-14.54,2403.648812,39.88965227,11.10811702,14.54942736,7.502734457,3304.981,72.780417
2.098,0.651,17.53258228,-6.4,3.411,0.421,-16.81,2433.335748,33.71466606,11.42890451,12.86575936,7.707882009,2706.542,78.07096
2.311,0.547,16.66391172,-1.39,3.984,0.379,-12.21,2189.464721,37.37307877,10.62761343,13.85496873,7.53413933,2724.765,64.261721
2.192,0.596,14.42907668,-3.5,3.756,0.313,-15.22,2355.387745,33.6836689,13.86370393,11.96503466,6.429048324,2445.089,74.964495
2.248,0.534,15.39505468,-6.9,3.674,0.347,-14.43,2371.85182,36.00901334,10.70915666,14.06590896,7.6946372,2417.971,76.558086
2.146,0.655,19.43789527,-11.69,3.523,0.343,-15.43,2396.677636,36.8729671,11.57781637,12.08632692,9.298693395,2917.805,80.839284
2.331,0.52,19.12968715,-6.06,3.479,0.366,-14.57,2586.864787,35.48205603,14.29857587,11.80003455,6.830687031,2495.156,62.91753
2.108,0.683,22.69184889,-0.67,3.745,0.398,-14.4,2386.118133,33.02994608,12.4036669,10.43479366,6.573426453,2431.353,61.17792
1.918,0.584,19.00271525,-11.67,4.06,0.327,-12.98,2206.358767,36.09266781,10.4698944,12.84050155,8.161108973,2448.238,85.229226
2.068,0.736,18.61322342,-3.95,3.563,0.377,-14.9,2544.470152,36.54243979,14.05728709,13.32790613,9.280160431,3038.823,75.035546
2.1,0.557,17.36641583,-2.12,3.787,0.392,-16.43,2351.822405,37.02750748,10.11969436,12.07913771,7.020020182,2668.806,69.568924
2.367,0.626,21.6277155,-14.94,3.727,0.334,-16.25,2613.700082,39.49409629,13.86817484,11.23321134,8.597118821,2511.241,67.981826
1.946,0.579,19.20475767,-10.05,3.85,0.397,-14.06,2502.731268,39.37547636,11.63696183,13.63083356,6.716354024,2414.637,80.142728
1.956,0.628,23.11852917,-3.01,3.913,0.385,-17.3,2047.757899,38.95489841,12.30942223,11.21396469,7.675153035,3974.794,76.602275
2.3,0.704,19.3458915,-11.2,4.114,0.338,-17.04,2444.649985,37.19332384,14.44567305,14.26761635,8.854629367,2716.7,72.767095
1.91,0.51,21.58399614,-8.53,4.06,0.316,-13.97,2158.159848,40.65726281,13.41415917,14.15946339,6.599890196,2761.16,76.72426
2.285,0.648,14.14391385,-8.69,3.883,0.324,-17.1,2000.898713,34.64634998,11.92592905,13.65454488,6.803173291,2580.855,87.242898
2.124,0.754,19.77300324,-3,4.068,0.351,-15.17,2081.545706,37.20207537,13.87941109,13.01243636,6.766268383,3219.284,70.957112
2.246,0.632,20.70337376,-8.13,3.792,0.4,-12.58,2430.290114,42.31532934,10.22955983,12.63987365,8.359282961,2787.708,66.399847
2.143,0.751,22.16516033,-6.84,3.901,0.3,-13.03,2463.050608,34.28306394,11.93981796,11.8186894,7.273668216,2820.35,64.945973
1.976,0.579,23.83398355,-3.86,4.047,0.429,-12.57,2332.757945,34.41150469,13.69378862,10.34707282,7.984676859,3690.343,73.358016
1.936,0.505,17.22440491,-6.68,3.935,0.378,-13.07,2527.915601,43.06988355,13.1922338,13.32157371,7.536282804,2644.349,77.104842
1.973,0.604,19.39920951,-4.41,3.923,0.364,-12.12,2534.18097,40.3532192,10.46221863,10.6584743,7.079138287,2992.941,76.326308
2.175,0.689,18.52819089,-4.32,4,0.42,-15.73,2548.295201,35.04657059,11.19829866,10.32065552,7.085222519,3145.193,72.233798
2.158,0.54,20.11386285,-12.57,3.739,0.43,-12.79,2586.056019,40.4285508,10.15241041,12.20588639,6.527539076,2327.027,72.68494
2.106,0.754,14.8478935,-8.23,4.055,0.309,-13.52,2443.31968,35.67790942,10.34296572,12.66380349,8.909704269,2479.278,87.724009
2.183,0.679,18.77517388,-6.37,3.504,0.36,-17.43,2554.572878,39.61295419,13.00415,12.47656224,9.597645195,2888.426,72.439033
2.238,0.716,22.43763353,-11.62,4.029,0.342,-14.71,2103.915717,38.80151783,10.08872271,13.92628132,8.627115142,2905.48,68.833702
2.283,0.574,18.7158795,-0.32,3.399,0.401,-13.71,2266.362762,37.2922239,11.24727243,11.18988998,7.300121272,3436.244,66.384099
2.165,0.694,21.8014066,-10.63,3.393,0.395,-13.84,2485.843387,35.39709925,10.19314991,12.38808928,6.885006808,2672.805,68.823173
2.129,0.749,21.00277501,-13.1,3.558,0.369,-15.49,2097.513883,35.00975911,12.95882464,14.60774956,6.625842739,2931.926,80.756841
2.264,0.575,23.42610295,-10.56,3.855,0.313,-16.75,2248.507282,42.00750421,13.88634673,10.87441307,7.058792874,3049.933,64.845953
2.132,0.726,15.99227258,-3.81,3.707,0.352,-15.6,2370.891246,40.29506579,12.37751251,13.92798423,8.612579608,2959.96,81.16684
2.13,0.516,21.37116195,-9.15,3.423,0.378,-14.72,2424.891117,35.74978469,11.36164673,12.59531725,7.462532649,2712.157,69.106144
2.017,0.522,20.50406899,-9.52,3.898,0.34,-13.9,2244.422444,42.90534403,12.27104494,11.35146269,9.112202221,2827.508,76.755776
